Subject,Day,Year,time,url_slug
Release:  Person Injured - 200 Block Avenue W South,September 10,2020,7:39 AM,/news/2020639
Release:  Person Injured - 300 Block Avenue H South,May 17,2020,5:59 PM,/news/2020328
Release:  Person Injured - 600 Block Avenue F North,January 16,2018,11:41 PM,/news/201832
Release:  Person Of Interest/Firearm Seized - 200 Block 32nd St. W,February 5,2020,11:18 AM,/news/202077
Release:  Person With A Firearm - Ave. F S & 18th St. W,May 15,2018,4:22 PM,/news/2018362
Release:  Pharmacy Robberies: 10 Block Assiniboine Dr. - Request For Public Assistance,February 8,2019,4:33 PM,/news/201995
Release:  Photo - Arrest Warrant Issued,June 1,2018,3:35 PM,/news/2018419
Release:  Photo - Missing Person,November 7,2018,10:40 AM,/news/2018811
Release:  Photo - Missing Person,September 10,2018,2:53 PM,/news/2018693
Release:  Photo Attached - Missing Person,June 12,2018,10:31 AM,/news/2018449
Release:  Photo Attached - Missing Person - Brooklyn Bear,December 11,2018,2:18 PM,/news/2018886
Release:  Photo Included - Missing Person Investigation,September 3,2020,2:42 PM,/news/2020622
Release:  PHOTO Missing Person - Request For Public Assistance,August 28,2018,8:43 AM,/news/2018655
Release:  Photo Of Journey Kay - Missing Girl,August 19,2020,7:40 AM,/news/2020570
Release:  PHOTO: Evade Police/Minor Injuries - 1600 Block Idylwyld Dr. N,November 7,2018,10:56 AM,/news/2018812
Release:  PHOTO: Missing Person Case Remains Open - Jordan Walker,December 3,2019,12:08 PM,/news/2019900
Release:  Photos - Weapons/Drugs Investigation - 2500 Block 22nd Street West,October 15,2019,11:13 AM,/news/2019733
Release:  Planned Rally - SPS Response,April 23,2021,3:10 PM,/news/2021220
Release:  Point Firearm,January 19,2019,8:24 PM,/news/201931
Release:  Point Firearm - 100 Block 25th Street West,October 14,2020,10:16 AM,/news/2020744
Release:  Point Firearm Charge Laid,October 19,2019,2:53 AM,/news/2019750
Release:  Pointing A Firearm - Ave. P S & 21st St. W,June 2,2021,10:10 AM,/news/2021301
Release:  Police Administer Narcan In Overdose - 300 Block Avenue P South,April 19,2021,11:35 AM,/news/2021206
Release:  Police And MedicAlert Team Up To Create Happy Reunions,October 3,2018,12:38 PM,/news/2018731
Release:  Police Attempting To Locate Offender,January 24,2018,2:43 PM,/news/201843
Release:  Police Attempting To Locate Offender,January 8,2018,12:53 PM,/news/201816
Release:  Police Continue To Search For Man Convicted Of Sexual Assault,March 12,2019,10:11 AM,/news/2019179
Release:  Police Investigate Threats To A High School Made Via Social Media,September 10,2018,9:56 PM,/news/2018694
Release:  Police Officer Assaulted - Male Arrested,October 3,2019,4:18 AM,/news/2019707
Release:  Police On Scene Of Assault,July 30,2018,7:58 AM,/news/2018570
Release:  Police Participation In Saskatoon Pride Parade,June 8,2018,2:48 PM,/news/2018441
Release:  Police Presence - 200 Block Ave. X N,March 20,2019,3:30 PM,/news/2019207
Release:  Police Presence - 400 Block Avenue S South,February 14,2018,3:56 PM,/news/201897
Release:  Police Request Public Assistance - Missing  18 Month Old Itzel Delreal-Daniels,July 4,2019,8:59 PM,/news/2019471
Release:  Police Response - Area Of 1700 Block 20th Street West,March 15,2019,2:51 PM,/news/2019192
Release:  Policing In Downtown Saskatoon,March 11,2020,1:14 PM,/news/2020165
Release:  Possession Of A Firearm - 200 Block Witney Ave. S,May 23,2018,11:54 AM,/news/2018378
Release:  Possession Of Weapons/Arrests - 400 Block Of Stonebridge Common,January 28,2019,12:25 PM,/news/201955
Release:  Proclamation Of Victims And Survivors Of Crime Week,May 23,2019,3:25 PM,/news/2019352
Release:  Project Face-off,November 27,2018,10:57 AM,/news/2018852
Release:  Property Damage To Business - 100 Block Avenue F South,July 19,2020,10:20 PM,/news/2020503
Release:  Property Damage/CEW Deployment - 3300 Block Centennial Dr.,September 18,2019,2:21 PM,/news/2019666
Release:  Prowlers Located By Air Support Unit - 1100 Block Pringle Way,July 19,2020,11:35 PM,/news/2020504
Release:  Pubilc Advisory - Additional Drug Analysis Results,May 23,2018,10:38 AM,/news/2018377
Release:  Public Advisory - Break And Enters,June 13,2019,10:21 AM,/news/2019418
Release:  Public Advisory - Break-ins To Apartment Building Mailboxes,February 16,2018,11:43 AM,/news/2018105
Release:  Public Advisory - Canada-Wide Warrant,March 18,2019,4:59 PM,/news/2019199
Release:  Public Advisory - Cougar Sighting In Meewasin Park,June 23,2019,3:27 PM,/news/2019442
Release:  Public Advisory - Counterfeit $50,December 29,2017,2:51 PM,/news/20171059
Release:  Public Advisory - CRA Scam,June 11,2020,2:41 PM,/news/2020393
Release:  Public Advisory - CRA Test Message Scam,April 25,2019,9:22 AM,/news/2019294
Release:  Public Advisory - Criminal Record Checks,January 22,2019,9:47 AM,/news/201936
Release:  Public Advisory - Drug Analysis Results,May 3,2018,2:37 PM,/news/2018318
Release:  Public Advisory - East Division Property Crime Initiative,February 10,2020,10:11 AM,/news/202085
Release:  Public Advisory - Email Extortion Scam,July 30,2018,2:33 PM,/news/2018574
Release:  Public Advisory - Frauds,July 4,2019,2:53 PM,/news/2019470
Release:  Public Advisory - Fraudulent Activity,August 24,2018,9:07 AM,/news/2018642
Release:  Public Advisory - Fraudulent Activity,September 21,2021,9:33 AM,/news/2021510
Release:  Public Advisory - Fraudulent Bank Notes,February 7,2018,10:33 AM,/news/201876
Release:  Public Advisory - Fraudulent Internet Scams,April 18,2019,2:00 PM,/news/2019280
Release:  Public Advisory - Fraudulent SaskTel E-mails,October 16,2019,3:52 PM,/news/2019735
Release:  Public Advisory - Government Grant Scam,November 1,2019,3:02 PM,/news/2019805
Release:  Public Advisory - Holiday Shopping Safety,November 28,2019,10:30 AM,/news/2019888
Release:  Public Advisory - Increase In Drug Overdoses,June 1,2021,10:49 AM,/news/2021297
Release:  Public Advisory - Low Flying Aircraft,March 28,2018,12:06 PM,/news/2018193
Release:  Public Advisory - Mailbox Thefts,November 28,2018,9:07 AM,/news/2018857
Release:  Public Advisory - New Year's Eve,December 29,2017,1:42 PM,/news/20171058
Release:  Public Advisory - Nutrien Fireworks Festival,August 31,2018,2:14 PM,/news/2018667
Release:  Public Advisory - Online Reporting,May 7,2018,11:21 AM,/news/2018329
Release:  Public Advisory - Overdoses,September 14,2019,6:44 PM,/news/2019653
Release:  Public Advisory - Overpayment Fraud,September 9,2021,8:38 AM,/news/2021485
Release:  Public Advisory - Phone Scam Involving Saskatoon Light And Power,October 12,2018,4:18 PM,/news/2018754
Release:  Public Advisory - Phone Scam Involving Saskatoon Police Service,October 4,2019,2:32 PM,/news/2019709
Release:  Public Advisory - Possible Traffic Restrictions,March 20,2021,12:16 PM,/news/2021152
Release:  Public Advisory - Possible Traffic Restrictions/Freedom Rally,May 15,2021,1:01 PM,/news/2021268
Release:  Public Advisory - Remove Valuables From Vehicles,November 12,2020,8:31 AM,/news/2020812
Release:  Public Advisory - Road Conditions,March 24,2020,8:43 AM,/news/2020196
Release:  Public Advisory - Road Conditions,November 5,2018,1:37 PM,/news/2018805
Release:  Public Advisory - Road Conditions / Collisions,January 29,2021,1:51 PM,/news/202161
Release:  Public Advisory - Robocall Phone Scam,October 21,2019,3:32 PM,/news/2019765
Release:  Public Advisory - Slippery Raod Conditions,November 5,2018,8:43 AM,/news/2018803
Release:  Public Advisory - Suspicious Activity,February 15,2018,10:54 AM,/news/2018100
Release:  Public Advisory - Tap To Pay Frauds,February 8,2019,11:55 AM,/news/201994
Release:  Public Advisory - Text Message / Parcel Delivery Scam,December 14,2020,2:21 PM,/news/2020872
Release:  Public Advisory - Theft From Autos,December 3,2018,11:10 AM,/news/2018864
Release:  Public Advisory - Traffic Restrictions,December 19,2020,1:51 PM,/news/2020880
Release:  Public Advisory - Update,June 23,2019,4:23 PM,/news/2019443
Release:  Public Advisory - Winter Storm Impact On SPS Services,November 9,2020,8:21 AM,/news/2020809
Release:  Public Advisory – Possible Traffic Disruption,December 31,2020,6:55 PM,/news/2020895
Release:  Public Advisory Non - Emergent Phone Line,January 14,2019,9:19 AM,/news/201919
Release:  Public Advisory-Willful Damage To Vehicles-Parkridge And Fairhaven,October 2,2020,1:42 PM,/news/2020714
Release:  Public Advisory: Bitcoin Scam,January 28,2021,12:32 PM,/news/202158
Release:  Public Advisory: CRA Text Scam,March 26,2018,3:00 PM,/news/2018189
Release:  Public Advisory: Fraudulent Gold Sales,May 9,2018,10:55 AM,/news/2018341
Release:  Public Advisory: Keep Keys & Gifts Out Of Vehicle,December 21,2017,10:55 AM,/news/20171043
Release:  Public Advisory: Keys Left In Idling Vehicles,January 7,2020,3:03 PM,/news/202013
Release:  Public Advisory: Mail Theft Could Lead To Identify Theft,March 23,2018,10:48 AM,/news/2018179
Release:  Public Advisory: Online Reporting Temporarily Unavailable,March 27,2019,5:02 PM,/news/2019226
Release:  Public Advisory: Phone Bill Refund Scam,July 13,2018,10:42 AM,/news/2018533
Release:  Public Advisory: Poor Driving Conditions,January 30,2018,9:54 AM,/news/201859
Release:  Public Advisory: Robberies - 2300 Block Preston Ave S,November 21,2018,3:12 PM,/news/2018844
Release:  Public Advisory: Slick Roads/Collisions,January 29,2020,1:41 PM,/news/202059
Release:  Public Advisory: Suspicious Activity,April 23,2018,11:14 AM,/news/2018277
Release:  Public Advisory: Warm Weather Crime,May 13,2020,3:11 PM,/news/2020321
Release:  Public Advisory: Winter Road Conditions,January 14,2021,9:37 AM,/news/202132
Release:  Public Health Act Investigation,November 13,2020,3:20 PM,/news/2020820
Release:  Public Health Act Investigation,November 20,2020,4:18 PM,/news/2020830
Release:  Public Health Act Investigation - Charge Laid Following Protest,December 18,2020,9:00 AM,/news/2020879
Release:  Public Safety Advisory - Numerous Overdose Emergency Response Calls,March 10,2018,3:46 PM,/news/2018151
Release:  Public Safety Advisory - Xanax Drug,October 19,2018,9:28 AM,/news/2018773
Release:  Public Safety Advisory-Numerous Overdose Emergency Response Calls- UPDATE,February 21,2019,2:01 PM,/news/2019138
Release:  Public Safety Advisory-Numerous Overdose Emergency Response Calls- UPDATE,March 11,2018,7:05 PM,/news/2018154
Release:  Public Safety Advisory: Senior Distraction Theft,April 22,2021,2:59 PM,/news/2021217
Release:  Public Service Advisory: Rental Scam,April 7,2021,1:41 PM,/news/2021182
Release:  Public Service Advisory: Warm Weather Crime,April 8,2021,1:49 PM,/news/2021186
Release:  Pulled Fire Alarm Leads To Assault Police Officer- CEW Deployment,July 5,2021,12:00 AM,/news/2021375
Release:  Railcrossing Malfunctioning - Idylwyld Drive And 25th St,May 7,2018,5:44 PM,/news/2018335
Release:  Railway Crossing Issues - 25th Street East And Idylwyld Drive,May 10,2018,12:30 PM,/news/2018343
Release:  Railway Crossing Malfunctioning - 33rd Street And Edmonton Avenue,April 22,2019,4:11 PM,/news/2019289
Release:  Railway Crossing Malfunctioning - Warman Road & 51st St,August 3,2018,1:29 PM,/news/2018592
Release:  Recovered Mail/I.D. - 29th St. W & Ave. J N,December 10,2019,12:10 PM,/news/2019928
Release:  Regina Missing Child,May 24,2018,3:36 PM,/news/2018386
Release:  Request For Assistance - Fatal Collision - Highway #41 And Highway #5,September 17,2021,9:48 AM,/news/2021504
Release:  Request For Assistance - Traffic Collision With Injuries - Hanselman Ave And 45th Street,November 13,2020,10:19 AM,/news/2020816
Release:  Request For Information - Homicide Investigation -- Avenue T And 21st Street,April 13,2021,8:34 AM,/news/2021196
Release:  Request For Public Assistance,July 14,2018,4:31 PM,/news/2018538
Release:  Request For Public Assistance - Composite Sketch Released - Robberies,November 22,2018,2:05 PM,/news/2018848
Release:  Request For Public Assistance - Fatal Hit And Run - 3200 Block 33rd Street West,July 22,2021,10:08 AM,/news/2021399
Release:  Request For Public Assistance - Homicide Investigation,March 5,2020,7:23 PM,/news/2020151
Release:  Request For Public Assistance - Identify Suspect In Sexual Assault From RCMP 'K' Division,April 5,2018,9:05 AM,/news/2018219
Release:  Request For Public Assistance - Missing - Eiryn Straightnose - 20 Yrs,October 10,2018,7:46 PM,/news/2018744
Release:  Request For Public Assistance - Missing 8 Year Old - Ethan Prosper,July 30,2018,10:54 PM,/news/2018575
Release:  Request For Public Assistance - Missing Person,January 22,2019,8:19 AM,/news/201934
Release:  Request For Public Assistance - Missing Person,January 24,2019,3:57 PM,/news/201945
Release:  Request For Public Assistance - Missing Person - 12 Yr Old Alieaha LAPLANTE- McADAM,November 17,2018,11:48 AM,/news/2018836
Release:  Request For Public Assistance - Missing Person - 59 Year Old Nelson McDougall,December 5,2018,10:34 PM,/news/2018869
Release:  Request For Public Assistance - Persons Of Interest In Homicide File,July 18,2019,2:37 PM,/news/2019501
Release:  Request For Public Assistance - Stolen Vehicle With Child Inside,September 10,2019,2:24 PM,/news/2019645
Release:  Request For Public Assistance - Suspect Wanted In Sexual Assault Investigation,November 25,2019,3:34 PM,/news/2019884
Release:  Request For Public Assistance - Wanted Persons,September 12,2019,10:17 AM,/news/2019648
Release:  Request For Public Assistance In 2015 Homicide Investigation,March 29,2018,10:56 AM,/news/2018196
Release:  Request For Public Assistance In Identifying Man,July 13,2018,3:56 PM,/news/2018534
Release:  Request For Public Assistance: WANTED - Andrew Chatsis,April 11,2018,4:26 PM,/news/2018241
Release:  Request For Public Assistance: WANTED - Kyle Eli Cook,April 13,2018,11:49 AM,/news/2018247
Release:  Request Public's Assistance With Saskatoon's Latest Homicide,August 22,2019,10:50 AM,/news/2019604
Release:  Residential Break & Enter - 100 Block Stone Terr.,October 28,2020,4:17 PM,/news/2020776
Release:  Residential Fire - 1300 Block 7th Ave N,December 18,2017,6:36 PM,/news/20171032
Release:  Retirement Of Deputy Chief Jeff Bent,February 20,2018,10:45 AM,/news/2018108
Release:  River Rescue,July 20,2019,4:11 AM,/news/2019507
Release:  River Search Concluded - Vicinity Of Broadway Bridge,April 20,2018,2:14 AM,/news/2018267
Release:  River Search Underway - Vicinity Of Broadway Bridge,April 19,2018,6:54 PM,/news/2018265
Release:  River Search Underway - Vicinity Of Broadway Bridge,April 20,2018,2:11 AM,/news/2018266
Release:  Road Conditions,November 16,2019,7:18 AM,/news/2019861
Release:  Road Conditions Deteriorate!,January 26,2019,10:24 PM,/news/201949
Release:  Road Condtions And Traffic Advisory,December 21,2017,7:42 PM,/news/20171045
Release:  Robberies - 1700 Block Of 20th St. W,May 16,2018,3:45 PM,/news/2018366
Release:  Robberies - Worobetz Place/Fairlight Drive,November 13,2020,11:39 AM,/news/2020818
Release:  Robbery,March 7,2020,3:52 AM,/news/2020153
Release:  Robbery - 10 Block Davidson Cres,February 17,2020,12:17 AM,/news/2020103
Release:  Robbery - 100 Block Avenue P South,September 14,2020,3:09 PM,/news/2020658
Release:  Robbery - 100 Block Cree Cr,June 28,2020,8:05 AM,/news/2020437
Release:  Robbery - 100 Block Dickey Cr.,October 11,2020,1:07 AM,/news/2020737
Release:  Robbery - 100 Block Lenore Drive,October 24,2020,3:41 PM,/news/2020766
Release:  Robbery - 100 Block Ruth St.,November 15,2018,2:37 PM,/news/2018833
Release:  Robbery - 1100 Block Av W N (west Alley),June 13,2020,10:30 AM,/news/2020399
Release:  Robbery - 1100 Block Idylwyld Dr N,October 21,2020,10:50 PM,/news/2020762
Release:  Robbery - 1400 Block 22nd Street West,November 17,2019,2:30 AM,/news/2019862
Release:  Robbery - 1400 Block College Drive,September 4,2019,11:52 AM,/news/2019629
Release:  Robbery - 1500 Block Idylwyld Drive North,September 8,2020,9:47 PM,/news/2020635
Release:  Robbery - 20 St And Av O,February 1,2020,12:00 AM,/news/202064
Release:  Robbery - 200 Block Of Pendygrasse Road,August 5,2019,3:31 AM,/news/2019544
Release:  Robbery - 33 St And Av Y,April 5,2020,2:13 AM,/news/2020222
Release:  Robbery - 3300 Block 8th Street East,November 23,2020,10:18 AM,/news/2020831
Release:  Robbery - 3700 Block Diefenbaker Dr.,August 18,2020,11:47 AM,/news/2020563
Release:  Robbery - 3900 Block 8th Street East,November 12,2018,4:15 AM,/news/2018821
Release:  Robbery - 400 Block 5th Ave N,September 25,2018,2:19 AM,/news/2018718
Release:  Robbery - 700 Block Central Av,April 10,2020,10:09 AM,/news/2020236
Release:  Robbery - 900 Block 22nd St. West,April 25,2018,1:26 AM,/news/2018283
Release:  Robbery - 900 Block Northumberland Ave.,November 13,2020,12:05 PM,/news/2020819
Release:  Robbery - Air Support Unit Assist - 800 Block 22 St W,November 6,2020,11:27 PM,/news/2020807
Release:  Robbery - Clarence Ave And 8th Street,September 7,2018,6:42 PM,/news/2018687
Release:  Robbery - Preston Ave. N And 108th St. W,May 22,2021,9:04 PM,/news/2021280
Release:  Robbery - Suspect Arrested - CEW Deployed,October 15,2018,10:24 AM,/news/2018759
Release:  Robbery - Suspects Arrested By Bike Unit,August 26,2020,10:57 PM,/news/2020600
Release:  Robbery / Assault - 1800 Block Idylwyld Drive North,September 8,2020,1:23 PM,/news/2020634
Release:  Robbery / Break And Enter - 400 Block Avenue S South,October 20,2020,1:31 PM,/news/2020754
Release:  Robbery And Theft Of Vehicle,July 4,2019,2:21 AM,/news/2019468
Release:  Robbery Of A Financial Institution - 3000 Block Clarence Ave S,January 17,2019,4:06 PM,/news/201929
Release:  Robbery Of Cab - Arthur Rose Avenue And Wanuskewin Rd,December 24,2017,3:51 AM,/news/20171048
Release:  Robbery Of Cab Driver,August 11,2018,2:10 AM,/news/2018615
Release:  Robbery Suspect In Custody,August 2,2018,1:44 AM,/news/2018586
Release:  Robbery With A Firearm - 1400 8 St E,June 18,2021,12:42 AM,/news/2021340
Release:  Robbery With A Firearm - 300 Block 2 Av N,October 10,2020,10:41 AM,/news/2020736
Release:  Robbery With A Firearm - 800 Block 22nd Street West,November 30,2020,10:36 AM,/news/2020841
Release:  Robbery With Firearm,December 14,2017,1:44 AM,/news/20171014
Release:  Robbery With Firearm - 1800 Block 20th Street West,April 8,2020,2:15 PM,/news/2020229
Release:  Robbery With Violence,June 27,2020,3:15 AM,/news/2020435
Release:  Robbery With Violence,October 31,2019,12:17 AM,/news/2019800
Release:  Robbery With Violence,September 7,2020,3:56 AM,/news/2020630
Release:  Robbery With Violence - 200 Block Pendygrasse Rd.,July 16,2019,3:34 PM,/news/2019497
Release:  Robbery With Violence - 3300 Block 8th Street East,October 12,2018,10:02 AM,/news/2018751
Release:  Robbery- 2000blk Airport Drive,July 18,2020,12:44 PM,/news/2020499
Release:  Robbery-Ave E S/Spadina Cr W,August 15,2020,1:10 AM,/news/2020558
Release:  Robbery/Arrest - 200 Block Confederation Dr.,July 4,2018,2:36 PM,/news/2018517
Release:  Robbery/Assault - 2100 Block 22nd St. W,August 18,2020,3:44 PM,/news/2020564
Release:  Robbery/Assault With Bear Spray - 2500 Block 18th St. W,October 17,2019,11:20 AM,/news/2019739
Release:  Robbery/Stabbing - 23rd St. West And Ave. D North,February 26,2021,10:56 AM,/news/2021110
Release:  Safety Advisory,January 6,2020,4:19 PM,/news/202011
Release:  Santa Does A Delivery On Boxing Day,December 26,2017,3:14 PM,/news/20171051
"Release:  Saskatchewan Police And Peace Officer Memorial - Sunday, September 30, 2018",September 28,2018,3:33 PM,/news/2018726
Release:  Saskatchewan Police And Peace Officer Memorial Sunday 29th September 2019,September 28,2019,1:27 PM,/news/2019693
"Release:  Saskatchewan Police And Peace Officer Memorial-Sunday, September 27, 2020",September 25,2020,3:14 PM,/news/2020694
Release:  Saskatchewan Police Memorial Ride To Remember,September 24,2020,2:32 PM,/news/2020690
Release:  Saskatchewan Police Memorial Ride To Remember,September 26,2018,8:04 AM,/news/2018720
Release:  Saskatchewan Police Memorial Ride To Remember,September 26,2019,8:05 AM,/news/2019686
Release:  Saskatoon Exhibition Parade - Road Closures,August 5,2019,2:24 PM,/news/2019545
Release:  Saskatoon HUB Celebrates Several Years Of Success,December 11,2018,1:41 PM,/news/2018884
Release:  Saskatoon Man Charged With Driving While Impaired By A Drug,June 10,2018,7:48 AM,/news/2018443
Release:  Saskatoon Man Facing A Number Of Charges Related To Stolen Vehicle.,February 5,2018,2:18 AM,/news/201868
Release:  Saskatoon Police Charge Woman In Fraud Investigation,March 26,2021,9:28 AM,/news/2021166
Release:  Saskatoon Police Investigating 6th Homicide For 2019,June 25,2019,1:48 AM,/news/2019446
Release:  Saskatoon Police Named A Top Employer For The 8th Year,February 12,2020,8:26 AM,/news/202091
Release:  Saskatoon Police Named Saskatchewan Top Employer For 6th Year,January 24,2018,2:25 PM,/news/201842
Release:  Saskatoon Police Named Saskatchewan Top Employer For 7th Year,February 13,2019,10:36 AM,/news/2019110
Release:  Saskatoon Police Service Member Charged,April 26,2018,9:45 AM,/news/2018287
Release:  Saskatoon Police Service Members Charged,May 28,2018,9:56 AM,/news/2018400
Release:  Saskatoon Results For #GunAmnestySK,May 3,2018,9:05 AM,/news/2018316
Release:  Saskatoon Search And Rescue Launches Project Lifesaver,January 16,2018,8:59 AM,/news/201831
Release:  Saskatoon Woman Charged With Committing Indecent Act.,May 25,2018,3:51 PM,/news/2018390
Release:  Saskatoon's 6th Homicide Update,July 3,2019,10:59 AM,/news/2019467
Release:  Saskatoon's 7th Homicide For 2019,June 30,2019,5:38 PM,/news/2019459
Release:  School Perimeter Lockdown - 100 Block Nelson Rd.,March 6,2020,2:46 PM,/news/2020152
Release:  School Perimeter Lockdown - 200 Block Avondale Rd. & 200 Block Rosedale Rd.,May 15,2018,11:05 AM,/news/2018359
Release:  School Perimeter Lockdown - 2100 Block McPherson Avenue,February 28,2018,2:16 PM,/news/2018126
Release:  School Zones Back In Effect,September 1,2021,9:16 AM,/news/2021459
Release:  School Zones Back In Effect,September 2,2019,9:22 AM,/news/2019624
Release:  Search Locates Numerous Sawed Off Firearms - Male Arrested - 1600 Block 19th Street West,May 25,2018,10:06 AM,/news/2018387
Release:  Search Warrant,May 25,2021,10:04 PM,/news/2021284
Release:  Search Warrant - 1600 Block Of Ave. C North,March 27,2018,9:52 PM,/news/2018191
Release:  Search Warrant - 200 Block Avenue W South,July 16,2019,10:55 PM,/news/2019498
Release:  Search Warrant - 300 Block Cumberland Avenue South,June 20,2019,4:09 PM,/news/2019436
Release:  Search Warrant Executed,June 12,2019,6:51 AM,/news/2019414
Release:  Search Warrant Executed,June 12,2019,7:34 AM,/news/2019415
Release:  Search Warrant Executed - 300 Block Ave S South,October 18,2018,11:33 AM,/news/2018769
Release:  Search Warrant Executed - 400 Block Avenue G South,December 30,2019,10:36 AM,/news/2019981
Release:  Search Warrant Executed - 600 Block Avenue G South,May 7,2020,10:44 PM,/news/2020306
Release:  Search Warrant Executed - 700 Block 5th Ave N,May 10,2020,1:35 AM,/news/2020310
Release:  Search Warrant Executed - Unlicensed Cannabis Outlet - 100 Block 2nd Avenue South,February 11,2019,10:49 AM,/news/2019101
Release:  Search Warrant Executed At Unlicensed Cannabis Outlet - 100 Block 2nd Avenue South,December 20,2018,4:14 PM,/news/2018907
Release:  Search Warrant Executed-Drugs/Weapons-400 Block Queen Street,March 13,2020,10:03 AM,/news/2020168
Release:  Search Warrant Executed/Handgun And Cocaine Located,February 25,2019,10:14 AM,/news/2019146
"Release:  Search Warrants Executed - Cash, Drugs And Guns Seized",February 23,2018,2:06 PM,/news/2018116
Release:  Search Warrants Executed / Drug Trafficking - 100 Block Avenue Q South,May 6,2021,10:55 AM,/news/2021251
Release:  Search Warrants Executed / Drug Trafficking - Martensville / Saskatoon,June 21,2021,3:42 PM,/news/2021348
Release:  Search Warrants Executed As Part Of Ongoing Investigation,April 9,2021,4:41 PM,/news/2021190
Release:  Second Search Warrant Executed At Unlicensed Cannabis Outlet - 100 Block 2nd Ave. S,January 23,2019,10:38 AM,/news/201941
Release:  Second Suspect In December 7th 2019 Homicide Arrested,January 11,2020,1:53 PM,/news/202024
Release:  Seeking Help In Locating A Patient,January 22,2020,7:45 PM,/news/202042
Release:  Semi Motor Vehicle Accident - 22 St And Hwy 7,June 10,2021,1:00 AM,/news/2021318
Release:  Semi Motor Vehicle Accident - 22 St And Hwy 7,June 9,2021,9:23 PM,/news/2021317
Release:  Semi Motor Vehicle Accident - Hwy 11 And Circle Dr (south End Of City),May 15,2021,8:36 AM,/news/2021267
Release:  Semi Motor Vehicle Accident - Hwy 14 And Range Road 3063,February 9,2021,5:30 PM,/news/202192
Release:  Semi Motor Vehicle Accident - Hwy 14 And Range Road 3063,February 9,2021,7:53 PM,/news/202193
Release:  Semi-Tractor Hits Traffic Lights - Circle Dr & Quebec Av,January 28,2019,11:26 PM,/news/201958
Release:  Separate Suspicious Person Reports Lead To Arrests,December 17,2019,12:16 PM,/news/2019952
Release:  Serious Assault - 2900 Block Of Preston Avenue South,June 25,2021,3:41 PM,/news/2021358
Release:  Serious Collision -  Update,September 2,2021,5:14 AM,/news/2021466
Release:  Serious Collision - Highway 41,September 1,2021,4:43 PM,/news/2021462
Release:  Sex Crime Unit Investigation - Sexual Exploitation,March 4,2021,3:21 PM,/news/2021126
Release:  Sexual Assault - 100 Block Of 21st Street East,March 4,2019,1:39 PM,/news/2019166
Release:  Sexual Assault - 1700 Block 8th Street East,October 22,2018,10:23 AM,/news/2018779
Release:  Sexual Assault - 3300 Block 8th Street East,January 20,2020,10:50 AM,/news/202040
Release:  Sexual Assault - Ave. C N & 26th St. W,October 16,2018,3:26 PM,/news/2018765
Release:  Sexual Assault - Cornish Rd & Macinnes St,June 29,2018,11:25 AM,/news/2018501
Release:  Sexual Assault Charges - 100 Block Wellman Crescent,July 29,2019,1:57 PM,/news/2019522
Release:  Sexual Assault Investigation - 1100 Block 20th Street West,November 19,2018,11:27 AM,/news/2018839
Release:  Sexual Assault Investigation - Avenue R North And Rusholme Road,November 5,2018,4:02 PM,/news/2018806
Release:  Shooting,July 24,2019,4:24 AM,/news/2019512
Release:  Shooting - 100 Block Ave. N.S.,February 6,2020,11:05 PM,/news/202081
Release:  Shooting - 100 Block Avenue I South,July 28,2018,3:22 AM,/news/2018567
Release:  Shooting - 100 Block Avenue S South,April 28,2018,2:39 AM,/news/2018293
Release:  Shooting - 100 Block Avenue T South,January 12,2019,12:43 PM,/news/201918
Release:  Shooting - 100 Block Avenue U South,September 20,2018,8:39 AM,/news/2018705
Release:  Shooting - 1000 Block Matheson Drive,November 20,2018,3:52 AM,/news/2018842
Release:  Shooting - 1000 Block Of Matheson Drive,February 11,2019,12:48 AM,/news/2019100
Release:  Shooting - 1200 Block Idylwyld Dr. N,May 11,2018,10:06 AM,/news/2018345
Release:  Shooting - 1300 Block Ave B.N.,April 26,2020,5:43 PM,/news/2020274
Release:  Shooting - 1400 Block 1st Ave. North,November 25,2019,11:18 AM,/news/2019880
Release:  Shooting - 1500 Block Idywyld Drive North,March 25,2018,3:40 AM,/news/2018186
Release:  Shooting - 1600 Block 20th Street West,November 10,2018,10:37 PM,/news/2018817
Release:  Shooting - 1700 Blk Preston Ave N,February 21,2018,3:20 AM,/news/2018109
Release:  Shooting - 1700 Block 20th Street West,March 13,2019,11:46 AM,/news/2019183
Release:  Shooting - 200 Block 23rd St. E,February 6,2018,11:32 AM,/news/201874
Release:  Shooting - 200 Block Montreal Ave.,March 12,2018,4:40 PM,/news/2018156
Release:  Shooting - 2100 Block 20th Street West,May 14,2018,4:08 PM,/news/2018355
Release:  Shooting - 23 St And Av I,May 12,2019,1:09 AM,/news/2019337
Release:  Shooting - 300 Block Avenue I North,July 21,2019,4:24 AM,/news/2019508
Release:  Shooting - 300 Block Of Ave T South,June 24,2018,7:47 PM,/news/2018482
Release:  Shooting - 300 Block Of Central Ave,May 7,2018,4:03 AM,/news/2018328
Release:  Shooting - 300 Block Of Pendygrasse Road,June 16,2019,9:49 AM,/news/2019428
Release:  Shooting - 3500 Block 11 St W,February 24,2020,1:59 AM,/news/2020122
Release:  Shooting - 3800 Block Fairlight Drive,May 26,2018,2:27 PM,/news/2018391
Release:  Shooting - 3800 Centennial Drive,November 2,2019,7:10 AM,/news/2019807
